শনিবার (২৭ আগস্ট) রাতে পটুয়াখালী সদর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মো. মনিরুজ্জামান এ তথ্য নিশ্চিত করেছেন।		
নির্বাচনে	NNC	B-EVENT
সভাপতি	NNC	B-PER
পদে	NNC	B-OTH
নির্বাচিত	ADJ	B-OTH
হয়েছেন	VF	B-OTH
তপন	NNP	B-PER
চক্রবর্তী।	NNP	I-PER
		
কুমিল্লা দক্ষিণ জেলা আওয়ামী লীগের সাধারণ সম্পাদক মুজিবুল হক এমপি বলেছেন, ‘দক্ষিণে ১০ উপজেলা।		
কুমিল্লা	NNP	B-ORG
দক্ষিণ	NNP	I-ORG
জেলা	NNC	I-ORG
আওয়ামী	NNP	I-ORG
লীগের	NNP	I-ORG
সাধারণ	NNC	B-PER
সম্পাদক	NNC	I-PER
মুজিবুল	NNP	B-PER
হক	NNP	I-PER
এমপি	NNP	B-PER
বলেছেন,	VF	B-OTH
‘দক্ষিণে	PUNCT	B-OTH
১০	QF	B-NUM
উপজেলা।	NNC	B-OTH
		
তবে কবে থেকে এই সিদ্ধান্ত বাস্তবায়িত হবে তা নিয়ে ওই প্রতিবেদনে কিছু বলা হয়নি।		
তবে	CONJ	B-OTH
কবে	ADV	B-OTH
থেকে	PP	B-OTH
এই	DET	B-OTH
সিদ্ধান্ত	NNC	B-OTH
বাস্তবায়িত	ADJ	B-OTH
হবে	VF	B-OTH
তা	PRO	B-OTH
নিয়ে	PP	B-OTH
ওই	DET	B-OTH
প্রতিবেদনে	NNC	B-OTH
কিছু	PRO	B-OTH
বলা	NNC	B-OTH
হয়নি।	VF	B-OTH
		
মারধরের শিকার ওই শিক্ষার্থী বিশ্ববিদ্যালয়ের সমাজবিজ্ঞান বিভাগের প্রথম বর্ষে অধ্যয়নরত।		
মারধরের	NNC	B-OTH
শিকার	NNC	B-OTH
ওই	DET	B-OTH
শিক্ষার্থী	NNC	B-PER
বিশ্ববিদ্যালয়ের	NNC	B-ORG
সমাজবিজ্ঞান	NNP	B-ORG
বিভাগের	NNP	I-ORG
প্রথম	ADJ	B-NUM
বর্ষে	NNC	B-OTH
অধ্যয়নরত।	ADJ	B-OTH
		
(উদ্ধৃতির ভেতরের সমস্ত বানান অপরিবর্তিত রাখা হয়েছে)		
(উদ্ধৃতির	PUNCT	B-OTH
ভেতরের	NNC	B-OTH
সমস্ত	ADJ	B-OTH
বানান	NNC	B-OTH
অপরিবর্তিত	ADJ	B-OTH
রাখা	NNC	B-OTH
হয়েছে)	VF	B-OTH
		
শুধু গ্লুকোজ নিয়ন্ত্রণে রেখে ডায়াবেটিস নিয়ন্ত্রণ করা যাবে না।		
শুধু	ADV	B-OTH
গ্লুকোজ	NNC	B-OTH
নিয়ন্ত্রণে	NNC	B-OTH
রেখে	VNF	B-OTH
ডায়াবেটিস	NNC	B-MISC
নিয়ন্ত্রণ	NNC	B-OTH
করা	NNC	B-OTH
যাবে	VF	B-OTH
না।	ADV	B-OTH
		
কুষ্টিয়ায় এনআইডি (জাতীয় পরিচয়পত্র) জালিয়াতির ঘটনায় এক উপসচিবসহ পাঁচ নির্বাচন কর্মকর্তার বিরুদ্ধে মামলা হয়েছে।		
কুষ্টিয়ায়	NNP	B-GPE
এনআইডি	NNC	B-OTH
(জাতীয়	PUNCT	B-OTH
পরিচয়পত্র)	NNC	B-OTH
জালিয়াতির	NNC	B-OTH
ঘটনায়	NNC	B-OTH
এক	QF	B-NUM
উপসচিবসহ	NNC	B-PER
পাঁচ	QF	B-NUM
নির্বাচন	NNC	B-PER
কর্মকর্তার	NNC	I-PER
বিরুদ্ধে	PP	B-OTH
মামলা	NNC	B-OTH
হয়েছে।	VF	B-OTH
		
গত সোমবার (২২ জুলাই) পিএসসির জনসংযোগ কর্মকর্তা এস এম মতিউর রহমান গণমাধ্যমকে এ তথ্য জানান।		
গত	ADJ	B-D&T
সোমবার	NNP	I-D&T
(২২	PUNCT	B-OTH
জুলাই)	NNP	B-D&T
পিএসসির	NNP	B-ORG
জনসংযোগ	NNC	B-PER
কর্মকর্তা	NNC	I-PER
এস	NNP	B-PER
এম	NNP	I-PER
মতিউর	NNP	I-PER
রহমান	NNP	I-PER
গণমাধ্যমকে	NNC	B-OTH
এ	DET	B-OTH
তথ্য	NNC	B-OTH
জানান।	VF	B-OTH
		
ডিফারেন্ট কোনো হেয়ারস্টাইল ট্রাই করতে চান?		
ডিফারেন্ট	ADJ	B-OTH
কোনো	DET	B-OTH
হেয়ারস্টাইল	NNC	B-OTH
ট্রাই	NNC	B-OTH
করতে	VNF	B-OTH
চান?	VF	B-OTH
		
প্রিয়াঙ্কাকে জীবনসঙ্গী করার গোপন রহস্য জানালেন নিক		
প্রিয়াঙ্কাকে	NNP	B-PER
জীবনসঙ্গী	NNC	B-OTH
করার	NNC	B-OTH
গোপন	ADJ	B-OTH
রহস্য	NNC	B-OTH
জানালেন	VF	B-OTH
নিক	NNP	B-PER
		
তিনি বলেন, বিএনপির নেতায় নেতায় কথার মিল নেই।		
তিনি	PRO	B-OTH
বলেন,	VF	B-OTH
বিএনপির	NNP	B-ORG
নেতায়	NNC	B-PER
নেতায়	NNC	B-PER
কথার	NNC	B-OTH
মিল	NNC	B-OTH
নেই।	VF	B-OTH
		
আসছে ৮ মার্চ, সোমবার আন্তর্জাতিক নারী দিবসে শিশির বৈশাখী টেলিভিশনে তার প্রথম সংবাদ বুলেটিন উপস্থাপন করবেন।		
আসছে	ADJ	B-OTH
৮	QF	B-D&T
মার্চ,	NNP	I-D&T
সোমবার	NNP	B-D&T
আন্তর্জাতিক	NNP	B-EVENT
নারী	NNP	I-EVENT
দিবসে	NNP	I-EVENT
শিশির	NNP	B-PER
বৈশাখী	NNP	B-ORG
টেলিভিশনে	NNP	I-ORG
তার	PRO	B-OTH
প্রথম	ADJ	B-NUM
সংবাদ	NNC	B-OTH
বুলেটিন	NNC	B-OTH
উপস্থাপন	NNC	B-OTH
করবেন।	VF	B-OTH
		
তদারকির কাজ করতে হবে আজ।		
তদারকির	NNC	B-OTH
কাজ	NNC	B-OTH
করতে	VNF	B-OTH
হবে	VF	B-OTH
আজ।	NNC	B-D&T
		
এ রিপোর্ট লেখার সময় ভারতের রান ২২.৪ ওভারে ১ উইকেট হারিয়ে ১৬৪।		
এ	DET	B-OTH
রিপোর্ট	NNC	B-OTH
লেখার	NNC	B-OTH
সময়	NNC	B-OTH
ভারতের	NNP	B-GPE
রান	NNC	B-OTH
২২.৪	QF	B-NUM
ওভারে	NNC	B-OTH
১	QF	B-NUM
উইকেট	NNC	B-OTH
হারিয়ে	VNF	B-OTH
১৬৪।	QF	B-NUM
		
কীভাবে সহজে পাসওয়ার্ড সেট করলে তা নিরাপদ রাখতে পারবেন জেনে নিন-		
কীভাবে	ADV	B-OTH
সহজে	ADV	B-OTH
পাসওয়ার্ড	NNC	B-OTH
সেট	NNC	B-OTH
করলে	VNF	B-OTH
তা	PRO	B-OTH
নিরাপদ	ADJ	B-OTH
রাখতে	VNF	B-OTH
পারবেন	VF	B-OTH
জেনে	VNF	B-OTH
নিন-	VF	B-OTH
		
এর আগে রোববার (১৭ সেপ্টেম্বর) স্বাস্থ্য অধিদপ্তর অবৈধ ও অনিবন্ধিত ক্লিনিকের বিরুদ্ধে অভিযান পরিচালনার ঘোষণা দেয়।		
এর	PRO	B-OTH
আগে	PP	B-OTH
রোববার	NNP	B-D&T
(১৭	PUNCT	B-OTH
সেপ্টেম্বর)	NNP	B-D&T
স্বাস্থ্য	NNC	B-ORG
অধিদপ্তর	NNP	I-ORG
অবৈধ	ADJ	B-OTH
ও	CONJ	B-OTH
অনিবন্ধিত	ADJ	B-OTH
ক্লিনিকের	NNC	B-ORG
বিরুদ্ধে	PP	B-OTH
অভিযান	NNC	B-OTH
পরিচালনার	NNC	B-OTH
ঘোষণা	NNC	B-OTH
দেয়।	VF	B-OTH
		
তানযী’ল ইমাম নাসাফীর (মৃত্যু ৭১০ হি) মাদরিকু’ত		
তানযী’ল	NNP	B-OTH
ইমাম	NNP	B-PER
নাসাফীর	NNP	I-PER
(মৃত্যু	PUNCT	B-OTH
৭১০	QF	B-NUM
হি)	NNC	B-OTH
মাদরিকু’ত	NNP	B-OTH
		
তবে সবাই হয়তো চোখের ভাষা বুঝতে সক্ষম হয়ে উঠেন না।		
তবে	CONJ	B-OTH
সবাই	PRO	B-OTH
হয়তো	ADV	B-OTH
চোখের	NNC	B-OTH
ভাষা	NNC	B-OTH
বুঝতে	VNF	B-OTH
সক্ষম	NNC	B-OTH
হয়ে	VNF	B-OTH
উঠেন	VF	B-OTH
না।	ADV	B-OTH
		
বিশ্বের দ্বিতীয় দেশ হিসেবে এবার যুক্তরাজ্যে চালু হলো সামাজিক যোগাযোগ মাধ্যম ফেসবুকের নতুন ফিচার ‘ফেসবুক নিউজ’।		
বিশ্বের	NNC	B-OTH
দ্বিতীয়	ADJ	B-NUM
দেশ	NNC	B-OTH
হিসেবে	PP	B-OTH
এবার	ADV	B-OTH
যুক্তরাজ্যে	NNP	B-GPE
চালু	NNC	B-OTH
হলো	VF	B-OTH
সামাজিক	ADJ	B-OTH
যোগাযোগ	NNC	B-OTH
মাধ্যম	NNC	B-OTH
ফেসবুকের	NNP	B-ORG
নতুন	ADJ	B-OTH
ফিচার	NNC	B-OTH
‘ফেসবুক	PUNCT	B-OTH
নিউজ’।	NNP	B-OTH
		
শেখ হাসিনা বলেন, আজ তারা স্যাংশন দিচ্ছে, আরও দেবে; দিতে পারে।		
শেখ	NNP	B-PER
হাসিনা	NNP	I-PER
বলেন,	VF	B-OTH
আজ	NNC	B-D&T
তারা	PRO	B-OTH
স্যাংশন	NNC	B-OTH
দিচ্ছে,	VF	B-OTH
আরও	ADV	B-OTH
দেবে;	VF	B-OTH
দিতে	VNF	B-OTH
পারে।	VF	B-OTH
		
ডিএমপির গোয়েন্দা বিভাগের কর্মকর্তারা বলছেন, অন্যদের জাতীয় পরিচয়পত্র ব্যবহার করে কেনা সিম এই প্রতারণায় ব্যবহার হয়।		
ডিএমপির	NNP	B-ORG
গোয়েন্দা	NNC	B-ORG
বিভাগের	NNC	I-ORG
কর্মকর্তারা	NNC	B-PER
বলছেন,	VF	B-OTH
অন্যদের	PRO	B-OTH
জাতীয়	ADJ	B-OTH
পরিচয়পত্র	NNC	B-OTH
ব্যবহার	NNC	B-OTH
করে	VNF	B-OTH
কেনা	NNC	B-OTH
সিম	NNC	B-OTH
এই	DET	B-OTH
প্রতারণায়	NNC	B-OTH
ব্যবহার	NNC	B-OTH
হয়।	VF	B-OTH
		
৯৬ সালে শেখ হাসিনা প্রথম বারের মত ক্ষমতায় আসার পর ৭ই মার্চের ভাষণটি টিভিতে প্রথম শুনতে পাই।		
৯৬	QF	B-D&T
সালে	NNC	I-D&T
শেখ	NNP	B-PER
হাসিনা	NNP	I-PER
প্রথম	ADJ	B-NUM
বারের	NNC	B-OTH
মত	PP	B-OTH
ক্ষমতায়	NNC	B-OTH
আসার	NNC	B-OTH
পর	PP	B-OTH
৭ই	QF	B-D&T
মার্চের	NNP	I-D&T
ভাষণটি	NNC	B-OTH
টিভিতে	NNC	B-OTH
প্রথম	ADJ	B-NUM
শুনতে	VNF	B-OTH
পাই।	VF	B-OTH
		
বহুমাত্রিক সঙ্গীতযন্ত্রে পারদর্শী আলাউদ্দিন খাঁ সরোদে বিশেষভাবে সিদ্ধহস্ত ছিলেন।		
বহুমাত্রিক	ADJ	B-OTH
সঙ্গীতযন্ত্রে	NNC	B-OTH
পারদর্শী	ADJ	B-OTH
আলাউদ্দিন	NNP	B-PER
খাঁ	NNP	I-PER
সরোদে	NNC	B-OTH
বিশেষভাবে	ADV	B-OTH
সিদ্ধহস্ত	ADJ	B-OTH
ছিলেন।	VF	B-OTH
		
আল ফাতাহ্ ইসলামিক সেন্টারের সরকারি ওয়েবসাইট		
আল	NNP	B-ORG
ফাতাহ্	NNP	I-ORG
ইসলামিক	NNP	I-ORG
সেন্টারের	NNP	I-ORG
সরকারি	ADJ	B-OTH
ওয়েবসাইট	NNC	B-OTH
		
বুধবার(১২ মে) প্রধানমন্ত্রীর প্রেস সচিব ইহসানুল করিম স্বাক্ষরিত এক সংবাদ বিজ্ঞপ্তিতে এ কথা জানানো হয়।		
বুধবার(১২	NNP	B-D&T
মে)	NNP	I-D&T
প্রধানমন্ত্রীর	NNC	B-PER
প্রেস	ADJ	B-PER
সচিব	NNC	I-PER
ইহসানুল	NNP	B-PER
করিম	NNP	I-PER
স্বাক্ষরিত	ADJ	B-OTH
এক	QF	B-NUM
সংবাদ	NNC	B-OTH
বিজ্ঞপ্তিতে	NNC	B-OTH
এ	DET	B-OTH
কথা	NNC	B-OTH
জানানো	NNC	B-OTH
হয়।	VF	B-OTH
		
ইয়েস বৃত্তি একটি মেধাভিত্তিক ও উন্মুক্ত কার্যক্রম।		
ইয়েস	NNP	B-MISC
বৃত্তি	NNP	B-OTH
একটি	QF	B-NUM
মেধাভিত্তিক	ADJ	B-OTH
ও	CONJ	B-OTH
উন্মুক্ত	ADJ	B-OTH
কার্যক্রম।	NNC	B-OTH
		
এদিন জাতীয় প্রেস ক্লাবের অডিটোরিয়ামে সকাল ৯টা থেকে বিরতিহীনভাবে সন্ধ্যা ৬টা পর্যন্ত ভোটগ্রহণ চলে।		
এদিন	ADV	B-OTH
জাতীয়	NNP	B-ORG
প্রেস	NNP	I-ORG
ক্লাবের	NNP	I-ORG
অডিটোরিয়ামে	NNP	B-OTH
সকাল	NNC	B-D&T
৯টা	QF	I-D&T
থেকে	PP	B-OTH
বিরতিহীনভাবে	ADV	B-OTH
সন্ধ্যা	NNC	B-D&T
৬টা	QF	I-D&T
পর্যন্ত	PP	B-OTH
ভোটগ্রহণ	NNC	B-OTH
চলে।	VF	B-OTH
		
কৃষিমন্ত্রী বলেন, “আমরা বিশ্ব অর্থনীতিতে প্রতিযোগিতা করতে যাচ্ছি।		
কৃষিমন্ত্রী	NNC	B-PER
বলেন,	VF	B-OTH
“আমরা	PUNCT	B-OTH
বিশ্ব	NNC	B-OTH
অর্থনীতিতে	NNC	B-OTH
প্রতিযোগিতা	NNC	B-OTH
করতে	VNF	B-OTH
যাচ্ছি।	VF	B-OTH
		
কুর্মিটোলা জেনারেল হাসপাতালে এই কার্যক্রমের উদ্বোধন করেন স্বাস্থ্য অধিদপ্তরের অতিরিক্ত মহাপরিচালক অধ্যাপক ডা. আহমেদুল কবীর।		
কুর্মিটোলা	NNP	B-ORG
জেনারেল	NNP	I-ORG
হাসপাতালে	NNP	I-ORG
এই	DET	B-OTH
কার্যক্রমের	NNC	B-OTH
উদ্বোধন	NNC	B-OTH
করেন	VF	B-OTH
স্বাস্থ্য	NNP	B-ORG
অধিদপ্তরের	NNP	I-ORG
অতিরিক্ত	ADJ	B-PER
মহাপরিচালক	NNC	I-PER
অধ্যাপক	NNC	B-PER
ডা.	NNP	B-PER
আহমেদুল	NNP	I-PER
কবীর।	NNP	I-PER
		
আমরা জানি চুম্বক সব সময় লোহা বা চুম্বকের বিপরীত মেরুকে আকর্ষণ করে।		
আমরা	PRO	B-OTH
জানি	VF	B-OTH
চুম্বক	NNC	B-OTH
সব	DET	B-OTH
সময়	NNC	B-OTH
লোহা	NNC	B-OTH
বা	CONJ	B-OTH
চুম্বকের	NNC	B-OTH
বিপরীত	ADJ	B-OTH
মেরুকে	NNC	B-OTH
আকর্ষণ	NNC	B-OTH
করে।	VF	B-OTH
		
প্রাণ ও প্রকৃতির এক অপার সমাহার আমাদের দক্ষিণাঞ্চল।		
প্রাণ	NNC	B-OTH
ও	CONJ	B-OTH
প্রকৃতির	NNC	B-OTH
এক	QF	B-NUM
অপার	ADJ	B-OTH
সমাহার	NNC	B-OTH
আমাদের	PRO	B-OTH
দক্ষিণাঞ্চল।	NNC	B-OTH
		
বাক্যের কোথাও না কোথাও অন্তত একটি ঢাকাইয়া ভাষার শব্দ ঢুকেই যেতো।		
বাক্যের	NNC	B-OTH
কোথাও	ADV	B-OTH
না	ADV	B-OTH
কোথাও	ADV	B-OTH
অন্তত	ADJ	B-OTH
একটি	QF	B-NUM
ঢাকাইয়া	ADJ	B-GPE
ভাষার	NNC	B-OTH
শব্দ	NNC	B-OTH
ঢুকেই	VNF	B-OTH
যেতো।	VF	B-OTH
		
১০ এপ্রিল বিকাল ৩টায় ধানমন্ডির ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি অডিটরিয়ামে ভূমকিম্প বিষয়ক বিজ্ঞান বক্তৃতা		
১০	QF	B-D&T
এপ্রিল	NNP	I-D&T
বিকাল	NNC	I-D&T
৩টায়	QF	I-D&T
ধানমন্ডির	NNP	B-LOC
ড্যাফোডিল	NNP	B-LOC
ইন্টারন্যাশনাল	NNP	I-LOC
ইউনিভার্সিটি	NNP	I-LOC
অডিটরিয়ামে	NNP	I-LOC
ভূমকিম্প	NNP	B-OTH
বিষয়ক	ADJ	B-OTH
বিজ্ঞান	NNC	B-OTH
বক্তৃতা	NNC	B-OTH
		
কঙ্গনা আরও বলেন, ‘যার জেরে বিশ্বজুড়ে নিন্দার ঝড়।		
কঙ্গনা	NNP	B-PER
আরও	ADV	B-OTH
বলেন,	VF	B-OTH
‘যার	PUNCT	B-OTH
জেরে	NNC	B-OTH
বিশ্বজুড়ে	NNC	B-OTH
নিন্দার	NNC	B-OTH
ঝড়।	NNC	B-OTH
		
খালেদুর বিএম কনটেইনার ডিপোর প্রশাসনিক কর্মকর্তা।		
খালেদুর	NNP	B-PER
বিএম	NNP	B-ORG
কনটেইনার	NNP	I-ORG
ডিপোর	NNP	B-OTH
প্রশাসনিক	ADJ	B-PER
কর্মকর্তা।	NNC	I-PER
		
তাঁর এই ভাষণটি বাংলাদেশ টেলিভিশন, বাংলাদেশ বেতার, বেসরকারি টেলিভিশন চ্যানেল ও রেডিও স্টেশনে সমপ্রচার করা হবে।		
তাঁর	PRO	B-OTH
এই	DET	B-OTH
ভাষণটি	NNC	B-OTH
বাংলাদেশ	NNP	B-ORG
টেলিভিশন,	NNP	I-ORG
বাংলাদেশ	NNP	B-ORG
বেতার,	NNP	I-ORG
বেসরকারি	ADJ	B-OTH
টেলিভিশন	NNC	B-OTH
চ্যানেল	NNC	B-OTH
ও	CONJ	B-OTH
রেডিও	NNC	B-OTH
স্টেশনে	NNC	B-OTH
সমপ্রচার	NNC	B-OTH
করা	NNC	B-OTH
হবে।	VF	B-OTH
		
জাতির উদ্দেশে আজ বুধবার সন্ধ্যায় ভাষণ দেবেন প্রধানমন্ত্রী শেখ হাসিনা।		
জাতির	NNC	B-OTH
উদ্দেশে	NNC	B-OTH
আজ	NNC	B-D&T
বুধবার	NNP	I-D&T
সন্ধ্যায়	NNC	I-D&T
ভাষণ	NNC	B-OTH
দেবেন	VF	B-OTH
প্রধানমন্ত্রী	NNC	B-PER
শেখ	NNP	B-PER
হাসিনা।	NNP	I-PER
		
তিনি আরো বলেন, নিজের প্রথম পাঁচটি সন্তানকে হারানর পর এলি ছিল তার ছয় নম্বর সন্তান।		
তিনি	PRO	B-OTH
আরো	ADJ	B-OTH
বলেন,	VF	B-OTH
নিজের	PRO	B-OTH
প্রথম	ADJ	B-NUM
পাঁচটি	QF	B-NUM
সন্তানকে	NNC	B-PER
হারানর	NNC	B-OTH
পর	PP	B-OTH
এলি	NNP	B-PER
ছিল	VF	B-OTH
তার	PRO	B-OTH
ছয়	QF	B-NUM
নম্বর	NNC	B-OTH
সন্তান।	NNC	B-PER
		
কুম্ভ (জানুয়ারি ২০- ফেব্রুয়ারি ১৮) : কুম্ভ মুখ সামলে থাকুক, পেটের কথা পেটেই থাকুক।		
কুম্ভ	NNP	B-OTH
(জানুয়ারি	PUNCT	B-OTH
২০-	QF	B-D&T
ফেব্রুয়ারি	NNP	B-D&T
১৮)	QF	B-D&T
:	PUNCT	B-OTH
কুম্ভ	NNP	B-OTH
মুখ	NNC	B-OTH
সামলে	VNF	B-OTH
থাকুক,	VF	B-OTH
পেটের	NNC	B-OTH
কথা	NNC	B-OTH
পেটেই	NNC	B-OTH
থাকুক।	VF	B-OTH
		
তবে অবস্থা এমন হয় হয়তো কোনো গান এখন শুনতে ইচ্ছে করছে কিন্তু তা সংগ্রহে নেই তখন?		
তবে	CONJ	B-OTH
অবস্থা	NNC	B-OTH
এমন	ADJ	B-OTH
হয়	VF	B-OTH
হয়তো	ADV	B-OTH
কোনো	DET	B-OTH
গান	NNC	B-OTH
এখন	ADV	B-OTH
শুনতে	VNF	B-OTH
ইচ্ছে	NNC	B-OTH
করছে	VF	B-OTH
কিন্তু	CONJ	B-OTH
তা	PRO	B-OTH
সংগ্রহে	NNC	B-OTH
নেই	VF	B-OTH
তখন?	ADV	B-OTH
		
ডিসপ্লে প্যানেল খুলতে উত্তোলন করুন		
ডিসপ্লে	NNC	B-OTH
প্যানেল	NNC	B-OTH
খুলতে	VNF	B-OTH
উত্তোলন	NNC	B-OTH
করুন	VF	B-OTH
		
মানবাধিকার কর্মীরা জানিয়েছে, নিরাপত্তা বাহিনীর অভিযানে প্রায় ৪০০ বিক্ষোভকারী নিহত এবং প্রায় ১৬ হাজার ৮০০ জন গ্রেপ্তার হয়েছে।		
মানবাধিকার	NNC	B-ORG
কর্মীরা	NNC	B-PER
জানিয়েছে,	VF	B-OTH
নিরাপত্তা	NNC	B-ORG
বাহিনীর	NNC	I-ORG
অভিযানে	NNC	B-OTH
প্রায়	ADJ	B-OTH
৪০০	QF	B-NUM
বিক্ষোভকারী	NNC	B-PER
নিহত	ADJ	B-OTH
এবং	CONJ	B-OTH
প্রায়	ADJ	B-OTH
১৬	QF	B-NUM
হাজার	QF	I-NUM
৮০০	QF	I-NUM
জন	NNC	B-OTH
গ্রেপ্তার	NNC	B-OTH
হয়েছে।	VF	B-OTH
		
বিচারব্যবস্থার প্রধান হিসেবে শপথগ্রহণ করে নরমা জানিয়েছেন, অবশেষে একটি কাচের দেওয়ালের সিলিং ভাঙা সম্ভব হলো।		
বিচারব্যবস্থার	NNC	B-OTH
প্রধান	NNC	B-PER
হিসেবে	PP	B-OTH
শপথগ্রহণ	NNC	B-OTH
করে	VNF	B-OTH
নরমা	NNP	B-PER
জানিয়েছেন,	VF	B-OTH
অবশেষে	ADV	B-OTH
একটি	QF	B-NUM
কাচের	NNC	B-OTH
দেওয়ালের	NNC	B-OTH
সিলিং	NNC	B-OTH
ভাঙা	NNC	B-OTH
সম্ভব	ADJ	B-OTH
হলো।	VF	B-OTH
		
বাংলা ভাষাভাষী ও বাঙালীর প্রাণের মেলা হলো অমর একুশে বই মেলা।		
বাংলা	NNP	B-MISC
ভাষাভাষী	NNC	B-OTH
ও	CONJ	B-OTH
বাঙালীর	NNC	B-PER
প্রাণের	NNC	B-OTH
মেলা	NNC	B-OTH
হলো	VF	B-OTH
অমর	NNP	B-EVENT
একুশে	NNP	I-EVENT
বই	NNP	I-EVENT
মেলা।	NNP	I-EVENT
		
জ্ঞানের দেবীকে এখন নদীরূপে পূজা করা হয় না।		
জ্ঞানের	NNC	B-OTH
দেবীকে	NNC	B-PER
এখন	ADV	B-OTH
নদীরূপে	NNC	B-OTH
পূজা	NNC	B-OTH
করা	NNC	B-OTH
হয়	VF	B-OTH
না।	ADV	B-OTH
		
করোনা মহামারি ২০২০ সালে বেশিরভাগ দেশের মানুষের প্রত্যাশিত গড় আয়ু কমিয়ে দিয়েছে।		
করোনা	NNP	B-MISC
মহামারি	NNC	B-OTH
২০২০	QF	B-D&T
সালে	NNC	I-D&T
বেশিরভাগ	ADJ	B-OTH
দেশের	NNC	B-OTH
মানুষের	NNC	B-PER
প্রত্যাশিত	ADJ	B-OTH
গড়	NNC	B-OTH
আয়ু	NNC	B-OTH
কমিয়ে	VNF	B-OTH
দিয়েছে।	VF	B-OTH
		
তিনি আরো বলেন, ‘‌সবারই কিন্তু একই চিন্তাভাবনা থাকতে হবে যে আমরা অভিবাসন ব্যয় কমাব।		
তিনি	PRO	B-OTH
আরো	ADJ	B-OTH
বলেন,	VF	B-OTH
‘‌সবারই	PUNCT	B-OTH
কিন্তু	CONJ	B-OTH
একই	ADJ	B-OTH
চিন্তাভাবনা	NNC	B-OTH
থাকতে	VNF	B-OTH
হবে	VF	B-OTH
যে	CONJ	B-OTH
আমরা	PRO	B-OTH
অভিবাসন	NNC	B-OTH
ব্যয়	NNC	B-OTH
কমাব।	VF	B-OTH
		
দেশটির সরকারের পক্ষ থেকেও পেঁয়াজ রপ্তানির অনুমোদন দেওয়া হয়।		
দেশটির	NNC	B-OTH
সরকারের	NNC	B-ORG
পক্ষ	NNC	B-OTH
থেকেও	PP	B-OTH
পেঁয়াজ	NNC	B-OTH
রপ্তানির	NNC	B-OTH
অনুমোদন	NNC	B-OTH
দেওয়া	NNC	B-OTH
হয়।	VF	B-OTH
		
পুকুর পাড়ে বসে আছি মন খারাপ।		
পুকুর	NNC	B-OTH
পাড়ে	NNC	B-OTH
বসে	VNF	B-OTH
আছি	VF	B-OTH
মন	NNC	B-OTH
খারাপ।	ADJ	B-OTH
		
আজ শনিবার স্বাস্থ্যবিধি প্রতিপালনে আট দফা নির্দেশনাসংক্রান্ত একটি বিজ্ঞপ্তি জারি করেছে মন্ত্রণালয়।		
আজ	NNC	B-D&T
শনিবার	NNP	I-D&T
স্বাস্থ্যবিধি	NNC	B-OTH
প্রতিপালনে	NNC	B-OTH
আট	QF	B-NUM
দফা	NNC	B-OTH
নির্দেশনাসংক্রান্ত	ADJ	B-OTH
একটি	QF	B-NUM
বিজ্ঞপ্তি	NNC	B-OTH
জারি	NNC	B-OTH
করেছে	VF	B-OTH
মন্ত্রণালয়।	NNC	B-ORG
		
আহত উদ্ধার করে ওসমানী মেডিকেল কলেজ হাসপাতালে চিকিৎসা দেয়া হচ্ছে।		
আহত	ADJ	B-OTH
উদ্ধার	NNC	B-OTH
করে	VNF	B-OTH
ওসমানী	NNP	B-ORG
মেডিকেল	NNP	I-ORG
কলেজ	NNP	I-ORG
হাসপাতালে	NNP	I-ORG
চিকিৎসা	NNC	B-OTH
দেয়া	NNC	B-OTH
হচ্ছে।	VF	B-OTH
		
বাংলাদেশের লোকনাটক / বিষয় ও আঙ্গিক-বৈচিত্র্য		
বাংলাদেশের	NNP	B-GPE
লোকনাটক	NNC	B-OTH
/	PUNCT	B-OTH
বিষয়	NNC	B-OTH
ও	CONJ	B-OTH
আঙ্গিক-বৈচিত্র্য	NNC	B-OTH
		
আগামী ৯ মে থেকে হজ ফ্লাইট শুরু হবে।		
আগামী	ADJ	B-D&T
৯	QF	I-D&T
মে	NNP	I-D&T
থেকে	PP	B-OTH
হজ	NNC	B-OTH
ফ্লাইট	NNC	B-OTH
শুরু	NNC	B-OTH
হবে।	VF	B-OTH
		
আরেকটা কারণ হলো বিজ্ঞানী হিসেবে হে–এর যোগ্যতা।		
আরেকটা	ADJ	B-OTH
কারণ	NNC	B-OTH
হলো	VF	B-OTH
বিজ্ঞানী	NNC	B-PER
হিসেবে	PP	B-OTH
হে–এর	NNP	B-PER
যোগ্যতা।	NNC	B-OTH
		
ঢাকা মেট্রোপলিটন পুলিশ (ডিএমপির) এক সংবাদ বিজ্ঞপ্তিতে আজ এ তথ্য জানানো হয়।		
ঢাকা	NNP	B-ORG
মেট্রোপলিটন	NNP	I-ORG
পুলিশ	NNP	I-ORG
(ডিএমপির)	PUNCT	B-OTH
এক	QF	B-NUM
সংবাদ	NNC	B-OTH
বিজ্ঞপ্তিতে	NNC	B-OTH
আজ	NNC	B-D&T
এ	DET	B-OTH
তথ্য	NNC	B-OTH
জানানো	NNC	B-OTH
হয়।	VF	B-OTH
		
